epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,1.3054104077665112,0.8298632577061653,0.6184,0.752
2,0.7418039576916755,0.6088814847171307,0.779,0.808
3,0.613463075100621,0.5654135271906853,0.805,0.812
4,0.5512287333796296,0.5107310079038143,0.8184,0.83
5,0.5172799116448511,0.49078441597521305,0.824,0.838
