epoch,train_loss,train_acc,val_loss,val_acc
1,1.2776125082439846,0.6124444444444445,0.7988166151046753,0.781
2,0.6801009079085456,0.8095555555555556,0.5983669137954712,0.834
3,0.5523259673648411,0.8442222222222222,0.5319502501487732,0.846
4,0.4877997290558285,0.8601111111111112,0.4981929497718811,0.85
5,0.45213447168138293,0.8688888888888889,0.4720122318267822,0.855
